time,longitude,latitude,Wind Speed Hourly (m/s),rhoa
2023-01-04 16:00:00,4.0,53.0,17.936325857300133,1.283
2023-01-04 17:00:00,4.0,53.0,17.8707108438269,1.283
2023-01-04 18:00:00,4.0,53.0,17.83784872885191,1.282
2023-01-04 19:00:00,4.0,53.0,17.631286467940207,1.282
2023-01-04 20:00:00,4.0,53.0,17.219678842459505,1.282
2023-01-04 21:00:00,4.0,53.0,16.839079302855506,1.282
2023-01-04 22:00:00,4.0,53.0,16.63909140771537,1.281
2023-01-04 23:00:00,4.0,53.0,15.98773920022565,1.28
2023-01-05 00:00:00,4.0,53.0,15.399171510002281,1.279
2023-01-05 01:00:00,4.0,53.0,16.142624091042514,1.279
2023-01-05 02:00:00,4.0,53.0,16.02783469741197,1.278
2023-01-05 03:00:00,4.0,53.0,15.573813308468397,1.278
2023-01-05 04:00:00,4.0,53.0,14.873621525982383,1.278
2023-01-05 05:00:00,4.0,53.0,15.186721736506938,1.278
2023-01-05 06:00:00,4.0,53.0,14.957488926358675,1.277
2023-01-05 07:00:00,4.0,53.0,13.48967248323591,1.277
2023-01-05 08:00:00,4.0,53.0,13.143380405430772,1.277
2023-01-05 09:00:00,4.0,53.0,12.302271669645823,1.278
2023-01-05 10:00:00,4.0,53.0,10.068910952963465,1.278
2023-01-05 11:00:00,4.0,53.0,9.532123822535011,1.279
2023-01-05 12:00:00,4.0,53.0,9.705032021205598,1.279
2023-01-05 13:00:00,4.0,53.0,9.321778571459035,1.28
2023-01-05 14:00:00,4.0,53.0,9.200289706717369,1.28
2023-01-05 15:00:00,4.0,53.0,9.608373618965658,1.28
2023-01-05 16:00:00,4.0,53.0,10.118925301216384,1.281
2023-01-05 17:00:00,4.0,53.0,10.738015279456988,1.281
2023-01-05 18:00:00,4.0,53.0,11.844986803852416,1.281
2023-01-05 19:00:00,4.0,53.0,13.135774053070856,1.281
2023-01-05 20:00:00,4.0,53.0,13.93047161625324,1.281
2023-01-05 21:00:00,4.0,53.0,14.69288351812826,1.281
2023-01-05 22:00:00,4.0,53.0,14.872027308460938,1.281
2023-01-05 23:00:00,4.0,53.0,15.871307165113265,1.281
2023-01-06 00:00:00,4.0,53.0,16.596449169195314,1.281
2023-01-06 01:00:00,4.0,53.0,17.598616464384925,1.282
2023-01-06 02:00:00,4.0,53.0,17.964748018268754,1.282
2023-01-06 03:00:00,4.0,53.0,18.798200410263625,1.282
2023-01-06 04:00:00,4.0,53.0,20.25742951531364,1.281
2023-01-06 05:00:00,4.0,53.0,19.747294991585736,1.281
2023-01-06 06:00:00,4.0,53.0,14.3072182366289,1.281
2023-01-06 07:00:00,4.0,53.0,12.955275865635995,1.282
2023-01-06 08:00:00,4.0,53.0,13.299299096391614,1.282
2023-01-06 09:00:00,4.0,53.0,14.082502933791702,1.282
2023-01-06 10:00:00,4.0,53.0,13.926733439349759,1.282
2023-01-06 11:00:00,4.0,53.0,13.999758540629093,1.282
2023-01-06 12:00:00,4.0,53.0,14.155048674414562,1.281
2023-01-06 13:00:00,4.0,53.0,13.929137233407934,1.281
2023-01-06 14:00:00,4.0,53.0,13.988948969573292,1.281
2023-01-06 15:00:00,4.0,53.0,13.967111359026518,1.281
2023-01-06 16:00:00,4.0,53.0,13.222727664078576,1.281
2023-01-06 17:00:00,4.0,53.0,12.894924887857286,1.281
2023-01-06 18:00:00,4.0,53.0,12.93018823137405,1.281
2023-01-06 19:00:00,4.0,53.0,12.4273959464503,1.281
2023-01-06 20:00:00,4.0,53.0,12.557769014646425,1.281
2023-01-06 21:00:00,4.0,53.0,13.338411044475746,1.28
2023-01-06 22:00:00,4.0,53.0,14.065166120696931,1.28
2023-01-06 23:00:00,4.0,53.0,15.354968979352531,1.279
2023-01-07 00:00:00,4.0,53.0,16.386941025714027,1.278
2023-01-07 01:00:00,4.0,53.0,16.786846934713605,1.277
2023-01-07 02:00:00,4.0,53.0,16.593473100893107,1.276
2023-01-07 03:00:00,4.0,53.0,16.138050078858964,1.275
2023-01-07 04:00:00,4.0,53.0,15.9062804286489,1.274
2023-01-07 05:00:00,4.0,53.0,16.195788481070053,1.273
2023-01-07 06:00:00,4.0,53.0,16.300621847271188,1.272
2023-01-07 07:00:00,4.0,53.0,16.277585193589083,1.271
2023-01-07 08:00:00,4.0,53.0,16.779006207482297,1.27
2023-01-07 09:00:00,4.0,53.0,17.048430919535175,1.269
2023-01-07 10:00:00,4.0,53.0,17.691937758719828,1.268
2023-01-07 11:00:00,4.0,53.0,18.02124043449035,1.267
2023-01-07 12:00:00,4.0,53.0,18.291618951805447,1.265
2023-01-07 13:00:00,4.0,53.0,18.38111174304259,1.264
2023-01-07 14:00:00,4.0,53.0,18.213739378432095,1.262
2023-01-07 15:00:00,4.0,53.0,18.474212132491004,1.26
2023-01-07 16:00:00,4.0,53.0,18.439881938234212,1.257
2023-01-07 17:00:00,4.0,53.0,18.344373042908398,1.255
2023-01-07 18:00:00,4.0,53.0,18.125826047735814,1.253
2023-01-07 19:00:00,4.0,53.0,18.381982570805036,1.252
2023-01-07 20:00:00,4.0,53.0,18.77286356553389,1.251
2023-01-07 21:00:00,4.0,53.0,19.16727731734652,1.253
2023-01-07 22:00:00,4.0,53.0,19.521975132406997,1.254
2023-01-07 23:00:00,4.0,53.0,19.174202994337247,1.254
2023-01-08 00:00:00,4.0,53.0,16.599862819533158,1.253
2023-01-08 01:00:00,4.0,53.0,15.535957035239933,1.253
2023-01-08 02:00:00,4.0,53.0,16.168168102548755,1.253
2023-01-08 03:00:00,4.0,53.0,15.51002994475504,1.253
2023-01-08 04:00:00,4.0,53.0,16.226232544587393,1.253
2023-01-08 05:00:00,4.0,53.0,17.50344355465103,1.253
2023-01-08 06:00:00,4.0,53.0,16.38206182690748,1.253
2023-01-08 07:00:00,4.0,53.0,15.829949181544405,1.254
2023-01-08 08:00:00,4.0,53.0,16.04852465817925,1.254
2023-01-08 09:00:00,4.0,53.0,15.627130283366032,1.254
2023-01-08 10:00:00,4.0,53.0,15.353949683908926,1.254
2023-01-08 11:00:00,4.0,53.0,16.345072768636363,1.256
2023-01-08 12:00:00,4.0,53.0,16.112421766658873,1.257
2023-01-08 13:00:00,4.0,53.0,16.070602661021756,1.258
2023-01-08 14:00:00,4.0,53.0,16.203240238809553,1.259
2023-01-08 15:00:00,4.0,53.0,15.623689393217559,1.261
2023-01-08 16:00:00,4.0,53.0,15.578598451954539,1.262
2023-01-08 17:00:00,4.0,53.0,16.223495289208316,1.263
2023-01-08 18:00:00,4.0,53.0,16.274970328383606,1.264
2023-01-08 19:00:00,4.0,53.0,16.732896403580718,1.264
2023-01-08 20:00:00,4.0,53.0,17.27630276559031,1.265
2023-01-08 21:00:00,4.0,53.0,17.220816683069852,1.266
2023-01-08 22:00:00,4.0,53.0,16.25783061105086,1.266
2023-01-08 23:00:00,4.0,53.0,14.835739107852088,1.267
2023-01-09 00:00:00,4.0,53.0,13.975967091339578,1.268
2023-01-09 01:00:00,4.0,53.0,13.400981515537394,1.268
2023-01-09 02:00:00,4.0,53.0,12.99103483273678,1.269
2023-01-09 03:00:00,4.0,53.0,11.684367855489516,1.269
2023-01-09 04:00:00,4.0,53.0,11.036776037251894,1.269
2023-01-09 05:00:00,4.0,53.0,11.046502258099812,1.271
2023-01-09 06:00:00,4.0,53.0,8.86915338062601,1.272
2023-01-09 07:00:00,4.0,53.0,5.361713335133898,1.273
2023-01-09 08:00:00,4.0,53.0,5.849462151759781,1.273
2023-01-09 09:00:00,4.0,53.0,8.293260257465498,1.272
2023-01-09 10:00:00,4.0,53.0,8.982827090013009,1.272
2023-01-09 11:00:00,4.0,53.0,10.892010757472837,1.271
2023-01-09 12:00:00,4.0,53.0,10.876369236750367,1.271
2023-01-09 13:00:00,4.0,53.0,10.60391977499449,1.272
2023-01-09 14:00:00,4.0,53.0,11.649634798863776,1.273
2023-01-09 15:00:00,4.0,53.0,12.25260883915492,1.273
2023-01-09 16:00:00,4.0,53.0,12.56268697504542,1.274
2023-01-09 17:00:00,4.0,53.0,13.155721903478193,1.274
2023-01-09 18:00:00,4.0,53.0,13.587182946266724,1.275
2023-01-09 19:00:00,4.0,53.0,14.017661635244353,1.275
2023-01-09 20:00:00,4.0,53.0,14.779157287564745,1.276
2023-01-09 21:00:00,4.0,53.0,13.912487500600767,1.276
2023-01-09 22:00:00,4.0,53.0,12.69943026862148,1.276
2023-01-09 23:00:00,4.0,53.0,13.411187270996558,1.276
2023-01-10 00:00:00,4.0,53.0,14.45537770393213,1.277
2023-01-10 01:00:00,4.0,53.0,14.56862528063911,1.277
2023-01-10 02:00:00,4.0,53.0,13.862752201607472,1.277
2023-01-10 03:00:00,4.0,53.0,13.250182234074737,1.277
2023-01-10 04:00:00,4.0,53.0,11.98092992546416,1.277
2023-01-10 05:00:00,4.0,53.0,12.415394326598971,1.277
2023-01-10 06:00:00,4.0,53.0,11.204836266061285,1.277
2023-01-10 07:00:00,4.0,53.0,10.0704397935131,1.279
2023-01-10 08:00:00,4.0,53.0,9.715153558890453,1.282
2023-01-10 09:00:00,4.0,53.0,10.743960916997022,1.283
2023-01-10 10:00:00,4.0,53.0,11.859859415159168,1.284
2023-01-10 11:00:00,4.0,53.0,13.382409262619834,1.284
2023-01-10 12:00:00,4.0,53.0,15.984378702392748,1.282
2023-01-10 13:00:00,4.0,53.0,16.59485088044169,1.281
2023-01-10 14:00:00,4.0,53.0,17.539397820145947,1.28
2023-01-10 15:00:00,4.0,53.0,19.835861205035023,1.28
2023-01-10 16:00:00,4.0,53.0,21.372316667118135,1.279
2023-01-10 17:00:00,4.0,53.0,20.697935657846262,1.278
2023-01-10 18:00:00,4.0,53.0,18.979229738490375,1.276
2023-01-10 19:00:00,4.0,53.0,19.51434655786547,1.273
2023-01-10 20:00:00,4.0,53.0,20.173792977750498,1.269
2023-01-10 21:00:00,4.0,53.0,20.461904625546314,1.265
2023-01-10 22:00:00,4.0,53.0,21.842875175342115,1.263
2023-01-10 23:00:00,4.0,53.0,21.498195895714282,1.263
2023-01-11 00:00:00,4.0,53.0,20.817652856264807,1.263
2023-01-11 01:00:00,4.0,53.0,18.750191235355206,1.264
2023-01-11 02:00:00,4.0,53.0,15.994588342476959,1.264
2023-01-11 03:00:00,4.0,53.0,14.213271177035717,1.265
2023-01-11 04:00:00,4.0,53.0,14.405319295897067,1.265
2023-01-11 05:00:00,4.0,53.0,14.39521703163482,1.265
2023-01-11 06:00:00,4.0,53.0,13.411234545998655,1.265
2023-01-11 07:00:00,4.0,53.0,12.940853404942091,1.265
2023-01-11 08:00:00,4.0,53.0,13.212278505904372,1.265
2023-01-11 09:00:00,4.0,53.0,13.510352050404075,1.266
2023-01-11 10:00:00,4.0,53.0,14.135787754676086,1.266
2023-01-11 11:00:00,4.0,53.0,15.461922220913863,1.266
2023-01-11 12:00:00,4.0,53.0,15.239390988121976,1.266
2023-01-11 13:00:00,4.0,53.0,15.277807998481272,1.266
2023-01-11 14:00:00,4.0,53.0,15.808181563717389,1.266
2023-01-11 15:00:00,4.0,53.0,16.22179875532911,1.266
2023-01-11 16:00:00,4.0,53.0,17.485599705436712,1.266
2023-01-11 17:00:00,4.0,53.0,18.607710185093755,1.267
2023-01-11 18:00:00,4.0,53.0,19.211062236888136,1.268
2023-01-11 19:00:00,4.0,53.0,19.905752098467545,1.268
2023-01-11 20:00:00,4.0,53.0,18.67637212557332,1.268
2023-01-11 21:00:00,4.0,53.0,17.624979709064014,1.268
2023-01-11 22:00:00,4.0,53.0,16.233094499355754,1.267
2023-01-11 23:00:00,4.0,53.0,17.29847148463762,1.267
2023-01-12 00:00:00,4.0,53.0,17.352047555469206,1.266
2023-01-12 01:00:00,4.0,53.0,16.99072925302366,1.265
2023-01-12 02:00:00,4.0,53.0,17.419377901266035,1.264
2023-01-12 03:00:00,4.0,53.0,19.189949942817783,1.263
2023-01-12 04:00:00,4.0,53.0,20.690439981512878,1.261
2023-01-12 05:00:00,4.0,53.0,21.823887735462357,1.26
2023-01-12 06:00:00,4.0,53.0,21.224452386160962,1.258
2023-01-12 07:00:00,4.0,53.0,20.20981475264855,1.258
2023-01-12 08:00:00,4.0,53.0,19.396796278239428,1.258
2023-01-12 09:00:00,4.0,53.0,17.851404625084562,1.256
2023-01-12 10:00:00,4.0,53.0,15.98002866413067,1.254
2023-01-12 11:00:00,4.0,53.0,15.147460643148547,1.251
2023-01-12 12:00:00,4.0,53.0,14.917514498834201,1.249
2023-01-12 13:00:00,4.0,53.0,15.39563800914693,1.249
2023-01-12 14:00:00,4.0,53.0,16.93499805685023,1.249
2023-01-12 15:00:00,4.0,53.0,17.865839881858903,1.249
2023-01-12 16:00:00,4.0,53.0,18.3967270921182,1.249
2023-01-12 17:00:00,4.0,53.0,18.12201486943476,1.249
2023-01-12 18:00:00,4.0,53.0,19.348106895208105,1.249
2023-01-12 19:00:00,4.0,53.0,18.418556159584284,1.249
2023-01-12 20:00:00,4.0,53.0,18.000921716089334,1.25
2023-01-12 21:00:00,4.0,53.0,18.02879640197566,1.249
2023-01-12 22:00:00,4.0,53.0,18.425188016288523,1.248
2023-01-12 23:00:00,4.0,53.0,19.01430166697769,1.247
2023-01-13 00:00:00,4.0,53.0,19.67200827431554,1.245
2023-01-13 01:00:00,4.0,53.0,20.551764138725424,1.244
2023-01-13 02:00:00,4.0,53.0,20.628865826875767,1.243
2023-01-13 03:00:00,4.0,53.0,20.505307548466035,1.241
2023-01-13 04:00:00,4.0,53.0,20.94055198608579,1.24
2023-01-13 05:00:00,4.0,53.0,20.45895734690028,1.239
2023-01-13 06:00:00,4.0,53.0,21.006516703283744,1.239
2023-01-13 07:00:00,4.0,53.0,21.26647240247997,1.238
2023-01-13 08:00:00,4.0,53.0,21.292115351400323,1.238
2023-01-13 09:00:00,4.0,53.0,20.94640383260139,1.236
2023-01-13 10:00:00,4.0,53.0,21.08006306629444,1.235
2023-01-13 11:00:00,4.0,53.0,21.416202767378056,1.234
2023-01-13 12:00:00,4.0,53.0,21.000754649287735,1.233
2023-01-13 13:00:00,4.0,53.0,20.664116281693403,1.231
2023-01-13 14:00:00,4.0,53.0,20.071185617159276,1.23
2023-01-13 15:00:00,4.0,53.0,19.563050166318085,1.229
2023-01-13 16:00:00,4.0,53.0,19.357971507086976,1.231
2023-01-13 17:00:00,4.0,53.0,19.184268620652862,1.231
2023-01-13 18:00:00,4.0,53.0,17.458549867766354,1.232
2023-01-13 19:00:00,4.0,53.0,16.97603092120945,1.234
2023-01-13 20:00:00,4.0,53.0,16.757390607414298,1.236
2023-01-13 21:00:00,4.0,53.0,15.660799729844621,1.238
2023-01-13 22:00:00,4.0,53.0,14.354262657724993,1.239
2023-01-13 23:00:00,4.0,53.0,14.053933199264309,1.241
2023-01-14 00:00:00,4.0,53.0,14.89719384589046,1.243
2023-01-14 01:00:00,4.0,53.0,13.575814040707652,1.244
2023-01-14 02:00:00,4.0,53.0,12.98438545849329,1.246
2023-01-14 03:00:00,4.0,53.0,12.26405590376946,1.249
2023-01-14 04:00:00,4.0,53.0,12.708781708867825,1.252
2023-01-14 05:00:00,4.0,53.0,14.28945121865129,1.255
2023-01-14 06:00:00,4.0,53.0,15.595000621802422,1.259
2023-01-14 07:00:00,4.0,53.0,17.51078599131106,1.261
2023-01-14 08:00:00,4.0,53.0,17.58317693225218,1.263
2023-01-14 09:00:00,4.0,53.0,19.57099193182932,1.264
2023-01-14 10:00:00,4.0,53.0,22.021700395813077,1.266
2023-01-14 11:00:00,4.0,53.0,23.641821186262046,1.267
2023-01-14 12:00:00,4.0,53.0,22.933093575411743,1.268
2023-01-14 13:00:00,4.0,53.0,22.25540535955964,1.268
2023-01-14 14:00:00,4.0,53.0,20.57997326774913,1.268
2023-01-14 15:00:00,4.0,53.0,17.511284991679474,1.269
2023-01-14 16:00:00,4.0,53.0,15.888796784070433,1.27
2023-01-14 17:00:00,4.0,53.0,14.848641434159246,1.27
2023-01-14 18:00:00,4.0,53.0,14.247353499174373,1.27
2023-01-14 19:00:00,4.0,53.0,16.041967419966262,1.27
2023-01-14 20:00:00,4.0,53.0,17.471912944665366,1.269
2023-01-14 21:00:00,4.0,53.0,17.457601842474226,1.269
2023-01-14 22:00:00,4.0,53.0,18.882260857530017,1.268
2023-01-14 23:00:00,4.0,53.0,17.97823769512116,1.266
2023-01-15 00:00:00,4.0,53.0,18.204355439390312,1.264
2023-01-15 01:00:00,4.0,53.0,18.748592497859107,1.262
2023-01-15 02:00:00,4.0,53.0,19.050520959687802,1.261
2023-01-15 03:00:00,4.0,53.0,19.27992443417942,1.259
2023-01-15 04:00:00,4.0,53.0,19.51803545355624,1.258
2023-01-15 05:00:00,4.0,53.0,19.526986483906803,1.258
2023-01-15 06:00:00,4.0,53.0,20.628576389538313,1.258
2023-01-15 07:00:00,4.0,53.0,21.639294482647546,1.258
2023-01-15 08:00:00,4.0,53.0,22.12839360924642,1.258
2023-01-15 09:00:00,4.0,53.0,22.73067263675489,1.258
2023-01-15 10:00:00,4.0,53.0,23.292985793819568,1.257
2023-01-15 11:00:00,4.0,53.0,23.430049499356222,1.256
2023-01-15 12:00:00,4.0,53.0,22.315112723039363,1.255
2023-01-15 13:00:00,4.0,53.0,20.416305332055018,1.254
2023-01-15 14:00:00,4.0,53.0,18.474677346446835,1.253
2023-01-15 15:00:00,4.0,53.0,16.481255057092742,1.251
2023-01-15 16:00:00,4.0,53.0,14.663728956290356,1.25
2023-01-15 17:00:00,4.0,53.0,12.738667337756807,1.25
2023-01-15 18:00:00,4.0,53.0,11.224086865312447,1.25
2023-01-15 19:00:00,4.0,53.0,10.612531203509022,1.25
2023-01-15 20:00:00,4.0,53.0,10.081963227836006,1.249
2023-01-15 21:00:00,4.0,53.0,9.245384396901178,1.248
2023-01-15 22:00:00,4.0,53.0,6.905316907911662,1.248
2023-01-15 23:00:00,4.0,53.0,6.606559458172023,1.247
2023-01-16 00:00:00,4.0,53.0,6.315807619399008,1.246
2023-01-16 01:00:00,4.0,53.0,5.926273431966585,1.245
2023-01-16 02:00:00,4.0,53.0,6.704286563939823,1.244
2023-01-16 03:00:00,4.0,53.0,9.472115703476334,1.244
2023-01-16 04:00:00,4.0,53.0,10.836817132136334,1.244
2023-01-16 05:00:00,4.0,53.0,8.197855338431989,1.243
2023-01-16 06:00:00,4.0,53.0,7.345368658998552,1.242
2023-01-16 07:00:00,4.0,53.0,9.907023941153287,1.241
2023-01-16 08:00:00,4.0,53.0,10.238860252597302,1.241
2023-01-16 09:00:00,4.0,53.0,9.694757086222436,1.24
2023-01-16 10:00:00,4.0,53.0,8.509668243792056,1.239
2023-01-16 11:00:00,4.0,53.0,9.220555773397166,1.238
2023-01-16 12:00:00,4.0,53.0,8.381938444355374,1.237
2023-01-16 13:00:00,4.0,53.0,6.8332627065931515,1.236
2023-01-16 14:00:00,4.0,53.0,5.1640795801582,1.236
2023-01-16 15:00:00,4.0,53.0,6.649746691601351,1.236
2023-01-16 16:00:00,4.0,53.0,8.955866422311091,1.235
2023-01-16 17:00:00,4.0,53.0,9.674679121838805,1.235
2023-01-16 18:00:00,4.0,53.0,11.128158263336589,1.236
2023-01-16 19:00:00,4.0,53.0,14.608831586442307,1.238
2023-01-16 20:00:00,4.0,53.0,17.301564982131378,1.239
2023-01-16 21:00:00,4.0,53.0,17.286174306096516,1.239
2023-01-16 22:00:00,4.0,53.0,17.047160487682085,1.239
2023-01-16 23:00:00,4.0,53.0,15.384204519691856,1.24
2023-01-17 00:00:00,4.0,53.0,14.05359517732654,1.241
2023-01-17 01:00:00,4.0,53.0,13.581487694585382,1.242
2023-01-17 02:00:00,4.0,53.0,13.01612823548105,1.244
2023-01-17 03:00:00,4.0,53.0,12.587739310889948,1.245
2023-01-17 04:00:00,4.0,53.0,11.838385165077181,1.245
2023-01-17 05:00:00,4.0,53.0,11.054592917766541,1.245
2023-01-17 06:00:00,4.0,53.0,10.485626034717153,1.245
2023-01-17 07:00:00,4.0,53.0,9.790530770956009,1.248
2023-01-17 08:00:00,4.0,53.0,8.922932012647374,1.251
2023-01-17 09:00:00,4.0,53.0,8.604344516048936,1.252
2023-01-17 10:00:00,4.0,53.0,8.87458001313186,1.252
2023-01-17 11:00:00,4.0,53.0,9.209704627738178,1.253
2023-01-17 12:00:00,4.0,53.0,9.322433105869468,1.253
2023-01-17 13:00:00,4.0,53.0,9.62511230771444,1.254
2023-01-17 14:00:00,4.0,53.0,9.61334144045008,1.255
2023-01-17 15:00:00,4.0,53.0,9.625533660923553,1.256
2023-01-17 16:00:00,4.0,53.0,9.318462740412654,1.258
2023-01-17 17:00:00,4.0,53.0,8.927429496080912,1.259
2023-01-17 18:00:00,4.0,53.0,8.809396120115485,1.26
2023-01-17 19:00:00,4.0,53.0,8.443601894726829,1.261
2023-01-17 20:00:00,4.0,53.0,7.845584986685955,1.263
2023-01-17 21:00:00,4.0,53.0,7.391408519972168,1.264
2023-01-17 22:00:00,4.0,53.0,9.206080272062172,1.266
2023-01-17 23:00:00,4.0,53.0,10.14989087922196,1.267
2023-01-18 00:00:00,4.0,53.0,10.113510626362567,1.268
2023-01-18 01:00:00,4.0,53.0,9.63115335808771,1.269
2023-01-18 02:00:00,4.0,53.0,9.92958272563817,1.269
2023-01-18 03:00:00,4.0,53.0,10.648486375776029,1.27
2023-01-18 04:00:00,4.0,53.0,11.656341236584023,1.27
2023-01-18 05:00:00,4.0,53.0,12.150891373181619,1.27
2023-01-18 06:00:00,4.0,53.0,12.572305592740207,1.27
2023-01-18 07:00:00,4.0,53.0,12.989561070088698,1.27
2023-01-18 08:00:00,4.0,53.0,13.417749004170803,1.27
2023-01-18 09:00:00,4.0,53.0,13.252946457958936,1.27
2023-01-18 10:00:00,4.0,53.0,15.222594636419677,1.27
2023-01-18 11:00:00,4.0,53.0,15.762410224418602,1.27
2023-01-18 12:00:00,4.0,53.0,15.977886964472436,1.27
2023-01-18 13:00:00,4.0,53.0,17.29214645164662,1.269
